Energy[MeV]
0.117574
0.43959
0.335364
0.811015
0.0372298
0.0818902
0.307809
7.63339
0.0264534
0.146971
0.0933706
0.0327505
0.812564
0.100156
0.254642
0.111709
0.161089
0.113048
0.0606947
0.227512
0.933139
0.447873
1.33521
1.60796
2.09924
3.28585
22.3992
0.348232
0.347639
0.0355511
0.101198
11.5934
0.0708
3.11798
0.247785
0.668059
0.0896389
0.235545
0.337557
0.221779
0.235591
0.233865
0.38331
6.27861
0.153419
0.0852736
3.41045
0.0972142
0.185138
0.0302322
0.427667
1.78816
0.985706
0.841716
0.0961333
0.247146
0.122534
0.121391
0.101815
0.156252
0.101073
0.19824
0.094707
0.0526691
0.19989
0.0882503
0.184379
373.935
0.19137
0.368964
0.138643
0.248671
30.9535
0.26652
0.083089
0.130959
0.344549
0.087815
0.0390926
0.704645
145.826
0.0250068
0.375293
2.4198
0.0266887
0.109887
0.654401
0.116086
0.682698
0.556792
0.590021
0.235338
7.34234
17.9429
0.105458
0.0347119
0.168618
0.0618546
0.31077
0.284964
0.152148
0.0724121
0.649048
5.03698
0.186655
0.226253
10.4337
18.137
2.80283
34.2048
0.170055
0.0106005
0.217602
0.306746
7.08495
0.153189
0.0888056
0.0836675
0.72965
0.0172364
0.35709
0.919793
1.21376
2.43291
1.0832
0.0206156
0.0813342
1.75811
0.0516327
0.74878
0.099606
0.0723032
0.0555638
1.51142
3.31405
4.137
7.97695
0.154598
1.02703
0.44541
0.528385
0.0791495
0.155358
0.0793049
1.52774
0.11993
0.330654
1.18438
0.15429
0.512943
0.272584
0.139923
0.139906
0.0907496
11.4591
0.883438
0.319578
54.5561
0.697109
0.0626994
0.0764184
0.0906128
0.260496
2.28655
0.208282
0.0641949
0.26528
0.249829
0.0609769
0.0613856
2.1518
0.7501
0.136646
22.8803
0.125095
1.59528
2.02426
0.0752648
2.72941
0.362737
0.151742
0.28471
0.179703
0.0379587
0.336474
0.157593
0.201878
1.59297
0.0968771
3.14052
1.82881
0.298991
0.0531981
0.0869248
0.333975
115.557
0.0373221
0.0683587
0.262977
0.0610022
0.0678086
0.758676
0.0317341
0.0472006
0.0554676
0.410187
0.177521
82.8639
0.388192
0.193637
0.28706
0.507594
0.0074188
2.61927
0.166986
0.0439264
0.0801295
0.626215
0.253344
0.116981
0.836929
0.0423207
9.17351
7.21053
0.088418
0.0123976
0.279046
0.282686
0.0302377
0.125326
0.287297
0.049658
0.0364436
0.523839
0.550927
8.25666
0.441953
0.190691
0.1257
0.247349
0.0423893
0.218696
0.0786917
2.47929
3.71899
4.0164
4.23088
0.744963
0.0803644
0.932808
0.186481
0.875012
2.6203
0.126109
0.0179846
0.116315
0.100774
0.628537
0.23065
0.0943336
0.759103
0.165457
0.211424
3.89458
0.0834445
227.566
0.0208994
0.0829
0.068064
0.295613
0.361235
2.2423
0.370385
0.08498
3.94088
0.532301
0.47321
0.57871
0.192045
0.0856215
0.0872172
0.064793
0.037359
0.0849206
1.30122
0.0943509
0.0987237
0.0350686
0.4296
0.407264
0.120819
3.5315
0.0367384
0.0565503
0.0828304
2.42272
0.104538
9.0406
1.11555
48.6279
72.4494
0.0844616
0.170088
0.255888
0.315167
0.0355855
0.240358
3.04607
0.604722
0.407674
0.20254
0.779602
0.0705182
21.9859
67.5221
0.10757
1.57392
0.137407
0.222337
0.442421
0.0321802
0.107906
0.0442586
0.0607219
1.02732
0.0314878
0.433844
5.11881
0.121886
2.1125
11.5742
0.433008
0.761031
0.755543
1.4154
0.0151359
0.160381
0.0483711
0.406184
3.5653
0.0681725
0.407499
0.903534
1.00892
0.246778
0.154441
0.413039
0.131592
3.72402
12.503
0.131722
0.089381
0.382208
0.0838453
0.669061
0.0623438
0.192589
1.34105
0.0692591
0.525419
0.192399
0.115711
0.0822292
0.301253
0.470118
0.605986
0.0280993
0.0584432
0.0395497
3.76018
0.114525
5.73743
0.0738342
1.49491
0.0961331
12.7924
0.0472413
0.12172
0.363933
0.031503
0.141932
0.212996
0.133559
0.194024
1.25438
0.0933254
0.047621
0.202302
1.19651
0.0496655
0.0329849
0.138722
0.0702681
0.0645999
0.656779
0.0673072
0.104699
0.0372173
0.0569392
0.156622
0.0752566
0.0954106
0.060966
0.0431259
0.0774641
0.0841564
5.56243
1.97569
0.145678
0.0430118
44.3669
61.049
0.103713
0.245466
75.2432
0.0962231
3.07741
0.0145808
0.198223
0.844009
92.9723
177.859
0.273984
0.20884
0.0784388
3.11364
0.0504123
4.4085
0.207663
0.475056
0.119755
8.72255
0.216339
0.4036
0.0556327
0.159891
0.873968
0.652729
3.17784
0.128473
0.204811
0.693875
0.318336
2.76676
3.4106
0.0636098
1.78309
0.316362
1.39431
0.34286
2.18411
8.139
11.3515
0.382009
2.04878
0.448961
0.897076
0.0212312
0.020693
2.23204
0.0103276
0.0950075
3.30723
0.302373
3.75932
0.0912611
4.33774
0.0861597
6.47987
0.0799568
0.0932538
0.168072
0.111307
1.59514
1.80318
2.6058
0.29387
0.078511
0.096179
0.0801678
0.336733
0.0472636
0.018089
0.0946118
0.0176438
0.188706
0.475704
0.062076
0.596621
13.8127
308.125
0.103741
0.341177
0.24214
0.960999
0.0720459
1.40582
0.229939
0.0725826
0.201021
0.0519222
0.342165
0.110154
0.169984
0.0878246
0.0946522
1.70001
0.0653732
0.338792
0.902729
0.144463
0.152382
5.22531
0.148191
0.0496224
0.0447066
52.1529
0.117084
0.0913089
1.7837
0.282766
3.91759
0.124503
0.361545
10.0695
0.113115
0.325528
66.7289
0.176592
0.271058
0.133495
0.457021
0.0883892
0.397885
0.0754758
0.198422
74.3058
1.2653
0.0283807
4.28618
0.0528653
0.637156
0.13363
0.0451041
2.10156
0.465037
1.47442
0.0260678
3.05009
0.276944
0.0914462
0.049396
0.235174
0.114595
0.591972
0.426114
0.077981
0.225255
0.911357
0.0413941
0.3973
0.103041
0.410924
4.8174
5.97414
27.7788
0.14213
0.245301
0.162235
1.62436
0.248538
0.0309626
0.0571807
0.051994
0.413111
0.0599273
0.11267
0.561016
2.16487
60.2644
0.513987
0.176178
1.14517
0.262997
0.120361
0.123086
1.91298
13.3262
0.520375
0.0974312
3.81436
0.0992666
0.145402
