Energy[MeV]
0.214026
0.504399
0.479456
1.2416
0.558
0.896199
8.14237
0.0737168
0.450568
0.836644
2.14847
2.73261
0.969486
1.39931
2.2292
38.0039
269.144
0.442926
0.793027
1.50678
3.00616
3.4283
3.96254
0.526159
0.792735
0.232906
0.432448
1.31439
0.220573
0.410345
0.686926
0.925374
1.26418
0.366299
0.727262
0.758809
4.88153
0.203276
41.5345
1.47339
1.92399
1.99493
2.97538
3.58908
3.98749
64.6011
0.539627
1.55504
1.79452
0.251356
6.0713
0.133737
1.36494
10.8253
72.4847
0.418301
1.19491
1.33156
1.44828
1.89917
2.26368
1.07962
1.09108
0.688506
1.86412
0.969538
4.06683
0.105404
5.68201
0.953449
2.23656
18.1502
27.8004
42.8461
70.449
0.605825
1.09132
1.34484
0.216862
1.48767
1.77056
0.76833
2.86393
0.392955
0.470512
7.20504
53.2387
0.653204
1.36718
1.67943
1.71838
0.801902
51.3712
0.0613856
0.299461
0.836331
1.35895
1.67218
2.10932
2.19802
5.13839
6.46021
0.383936
0.539298
0.293029
0.810919
0.796639
1.78813
1.79933
0.609008
2.77524
4.46876
36.2388
0.311224
0.551525
0.60042
0.64243
1.27973
0.234869
0.11045
264.741
301.953
0.289471
0.620123
1.31011
1.47522
1.91579
2.00983
1.06316
2.81913
3.30963
3.70926
0.165137
6.60149
0.233655
0.279632
0.860233
0.891653
0.970746
0.0199464
1.37842
0.696687
2.56381
0.634633
0.113766
0.483882
1.35944
1.88467
159.61
0.197319
0.4168
0.723373
0.981161
1.74897
1.8017
0.571553
2.60292
2.91312
0.837324
0.656486
0.139968
5.52559
1.33086
90.3778
0.733101
1.26168
138.785
0.267613
0.808846
0.964821
1.69596
2.40971
1.27687
1.30167
0.55599
1.63846
2.03312
2.86066
3.14807
0.600448
3.88019
0.234619
1.41535
0.141187
1.01581
0.375762
1.01211
56.0899
0.228997
42.7981
89.9642
0.831313
0.766706
1.5805
2.40713
0.253593
4.56546
5.35183
7.37642
0.856914
1.06512
1.44526
2.28128
2.4549
2.99821
0.758357
0.249657
1.60724
0.360767
1.08842
1.82294
53.6769
284.677
0.640387
0.595568
1.16741
1.28168
2.12013
1.10637
