Energy[MeV]
0.231552
0.156496
0.272435
0.0931257
0.161068
0.821221
0.108469
0.120546
0.243147
2.71021
4.8226
5.10482
6.41285
7.77874
0.0748109
0.395304
18.1731
0.047789
0.920332
0.0588943
24.8307
26.1842
0.0384172
23.1721
0.854802
0.279317
0.0840949
0.140863
0.0931891
3.54479
0.0287568
0.0363272
0.25224
0.638878
0.144503
0.0995122
0.987797
1.4267
0.189613
7.52784
0.282568
0.094369
0.613359
0.0972867
73.7027
0.104033
0.191806
0.977756
0.298051
1.16594
0.17942
2.36038
0.042047
4.05296
4.3406
0.16121
4.37871
0.648818
5.69446
0.292703
0.0684204
0.542111
8.05316
0.0263012
0.699401
0.0539077
24.3842
0.60646
4.25894
0.499335
0.872152
1.52436
0.145144
122.07
0.0802249
0.0597706
0.168843
0.146181
1.43993
0.150714
1.11307
0.135468
2.1958
0.0571643
0.0122426
2.54474
0.0442583
0.31908
0.110105
7.85581
59.8581
0.224665
0.107722
1.31315
0.101986
0.0971021
0.211836
0.241293
3.0618
0.0904439
0.0637628
3.09847
0.202457
0.214673
0.146979
0.13979
0.105366
0.333607
0.0704176
0.212396
0.169187
0.0140226
0.069111
0.153231
0.144552
0.26013
0.556881
0.0326035
1.43107
0.0968689
0.239377
0.507509
0.0882615
0.754822
0.0252486
0.0965484
0.116538
0.135216
0.117894
1.00413
0.077011
1.07936
0.0827924
0.304413
0.141499
1.01753
0.0934016
0.711318
0.0814223
18.8598
0.156051
0.0950577
0.0890885
0.0247651
0.574182
0.0265863
0.633295
8.80478
0.0919925
0.377848
1.27379
0.444878
0.0652261
0.11283
0.309847
1.18533
1.42206
1.6069
0.83786
4.65989
6.07996
7.11515
73.416
0.509121
0.0193231
0.0176977
0.59816
2.71652
0.181932
0.210332
0.437159
1.32483
0.105772
27.7766
0.321643
0.422304
0.378878
0.273672
109.412
0.148513
0.905284
0.979214
0.116734
0.108101
1.60108
0.719007
2.77333
0.0907272
0.0600095
0.294218
3.55802
0.507875
5.23298
7.61648
8.01927
0.366764
0.27111
0.113807
0.0527712
41.4453
0.259827
0.162862
0.41843
0.0740894
0.309127
0.287132
0.186382
4.75725
89.7221
0.122178
0.132655
0.215048
0.104061
0.382428
17.9556
0.338108
0.0888774
0.291627
0.13156
1.86269
0.787937
0.21648
0.895837
0.117226
0.103243
0.355296
0.0162258
1.40789
0.0710968
2.36556
3.1904
0.191043
0.0153358
0.0286967
0.0974775
1.38902
9.27545
0.142756
0.110231
0.259328
0.930101
2.17392
0.544688
2.36378
3.77303
0.114002
1.65385
6.91155
8.87807
58.0587
0.132992
0.425247
0.0708675
0.0390718
0.126203
0.0672242
0.184535
0.450578
0.0917912
46.9826
0.290118
0.330132
0.286358
1.86649
0.132513
0.203113
0.170983
0.0876809
4.32761
0.385596
1.37906
0.144493
0.0149726
0.335569
0.0953555
0.0412471
0.115244
0.255684
0.0212583
0.0412543
0.0538956
0.0402611
0.194218
0.517038
0.128282
1.27625
0.223987
0.438213
0.464011
0.24095
1.31137
1.99545
3.27751
4.62816
4.84264
0.861596
28.6036
0.126473
0.303378
0.140569
1.24582
0.0104805
0.534466
3.78687
3.94348
0.262582
0.133346
0.174704
1.11058
3.13163
4.62909
8.23839
51.1038
0.0265718
0.850197
0.0969249
1.01288
3.25044
6.78716
0.480792
0.196876
1.35221
7.94274
0.260452
2.06729
2.13825
0.227258
2.62751
0.462059
1.15908
1.65844
6.20122
6.8894
0.129964
0.250446
0.0448191
8.8479
9.0493
10.3999
16.2471
37.3283
50.1694
0.333988
0.034485
67.1369
113.349
116.351
0.477555
0.887906
0.0912105
0.385858
0.0529874
0.352504
0.551091
0.0969378
4.82408
7.00957
0.0151839
1.031
0.271133
0.234815
0.78423
0.223976
0.120001
3.4882
1.33708
0.090904
0.40498
0.168689
2.26805
0.46088
17.8837
52.7639
69.2838
0.16534
0.0903481
0.101687
0.212141
1.97836
0.528861
0.0865631
2.01643
0.317868
2.67758
0.259489
0.0894801
0.228717
0.193321
0.271635
0.0956939
0.059267
0.247634
0.205631
0.145107
0.0466393
0.141825
0.108408
0.0194982
9.60543
0.0838904
0.0190652
0.0781811
0.530369
0.609078
0.614766
0.133281
0.0243022
0.330093
0.0346884
0.142308
0.0733609
0.268457
0.997802
0.0938265
0.244638
0.099464
0.0517936
0.191385
0.121683
0.247519
0.0745044
0.0958604
0.0519528
0.463452
0.0934161
0.718285
0.906036
0.0715039
0.237034
0.0429408
0.0329011
0.224027
0.164835
1.9157
6.78168
83.5039
0.192964
0.340679
0.702682
0.107501
1.53242
0.46653
0.0541871
1.13887
1.68209
3.54602
0.123196
0.939927
0.156495
0.0821211
0.196353
0.0988349
0.447095
0.252514
5.33371
7.15697
0.0245743
0.0867703
0.145179
0.782769
0.21597
0.128189
0.0345048
0.254751
0.124775
0.322524
0.419572
0.10675
0.0921248
1.10922
0.269379
0.254059
0.0751261
0.0646557
0.223875
0.105243
0.161332
0.184856
1.05514
3.2314
0.186714
0.203407
7.61979
1.06759
0.0146082
0.250936
0.0340487
0.0124344
0.0309454
18.5877
55.7745
0.016993
0.0853242
0.0249372
0.234881
32.0306
0.0842304
0.328832
0.128281
0.546303
0.0924438
0.0508482
0.107424
0.020658
1.18996
0.328876
0.177906
0.143119
0.165502
0.0476377
0.0269234
15.4761
0.0949265
0.0352229
0.125898
0.301904
3.34343
4.53786
0.224814
0.0351463
0.0758132
0.0707297
0.0411129
0.1316
0.966696
0.254745
0.084793
20.4726
0.106212
1.0929
0.610091
41.6009
57.3789
0.151412
0.174493
0.0860989
0.0518201
0.517804
0.0817256
0.247145
0.022427
2.3294
0.399603
0.199829
0.0491919
1.19891
1.35591
0.41385
0.161682
0.0309646
0.0816887
0.142165
0.283816
0.551308
0.0747976
0.831601
0.250715
0.305782
0.078754
0.107948
0.189089
0.339665
2.968
3.04834
0.192747
0.244428
3.84888
0.0192512
5.28006
0.292196
0.108059
0.0497392
0.0674811
1.38299
0.134225
0.301953
0.225184
3.92243
1.1004
0.0397115
0.0930743
0.355253
1.445
0.741185
3.12545
0.018465
0.452839
0.176683
0.270119
0.563456
0.160317
0.384396
1.31189
1.43215
0.420538
1.6839
1.93481
4.875
5.69466
0.0642116
2.22177
2.48586
1.01234
0.0324246
0.201645
1.1438
0.0908524
0.0374184
0.151983
0.15207
0.445499
0.16974
0.0389697
5.51459
0.0907484
1.01114
0.258379
5.90723
0.308467
0.651639
0.0487554
0.275955
117.077
0.202108
0.699427
0.0965969
0.366408
0.0569024
0.0425426
0.0313149
0.113938
0.447954
1.14386
2.9411
0.112527
0.126339
1.04156
0.724239
6.60334
0.130251
9.89135
32.7413
0.0706429
0.309196
0.0858828
0.370603
0.119002
0.213476
0.206008
0.0462366
0.142383
0.197572
0.156764
1.979
2.03752
2.63861
2.95184
3.28165
0.626973
0.75543
0.0899031
0.00675277
0.133416
0.0575535
0.19785
0.109001
0.0382164
3.8173
0.118688
0.297979
0.908668
0.805816
0.069745
0.620542
0.375342
0.0564391
0.432348
0.149184
1.78094
58.8919
0.937773
1.34528
0.121395
1.76492
114.697
0.260591
0.704658
0.0847227
3.33128
25.8648
55.7486
0.117767
0.130604
0.0352161
0.394117
1.34782
5.52406
0.254565
23.0994
40.8136
0.137691
0.0979136
0.0958462
0.160858
0.0165706
0.164055
0.0985653
0.265238
2.08148
0.0865719
0.459918
0.0210251
0.0927824
0.16142
14.2778
0.131777
0.315368
0.0633959
0.0807037
0.118859
0.0774551
0.256863
0.0873033
11.5682
0.5119
0.0646964
0.0561485
0.109302
0.846432
0.230263
0.0177479
4.21817
0.156248
6.51174
0.135929
4.86989
0.0465975
0.972009
0.985147
0.0208439
0.184163
4.46332
0.199776
0.0361484
0.0712251
0.227301
0.0879059
1.22569
1.22035
0.00538736
0.0848487
1.02511
0.211361
0.716579
4.94205
0.0298773
0.0284806
0.101437
0.393574
1.9013
1.01227
2.22582
0.234316
3.48158
4.07691
0.0213984
4.4794
0.128814
5.86369
6.42928
0.145238
0.152386
0.0783056
0.118961
10.2141
2.011
1.05232
0.282
0.090654
0.0255441
0.0562711
10.091
0.0113478
1.21051
0.147174
1.68573
0.0314126
0.637777
0.133973
3.36543
0.0773302
0.0425339
4.15133
0.371685
0.621185
0.059987
0.150174
0.763014
1.3332
1.81046
